section	headword	months_on_list	german_missing	webpage	n_uc_s	n_lc_s	n_uc_r	n_lc_r	n_total_est	div_zero
== Substantive ==	Ärztezentrum	1		https://de.wiktionary.org/wiki/%C3%84rztezentrum	1	0	15	0	16	
== Substantive ==	Babbitt	36		https://de.wiktionary.org/wiki/Babbitt	3	0	32	0	35	
== Substantive ==	Babybasar	4		https://de.wiktionary.org/wiki/Babybasar	0	0	0	0	0	
== Substantive ==	Babymoon	4		https://de.wiktionary.org/wiki/Babymoon	0	0	0	0	0	
== Substantive ==	Bachelorstudiengang	36		https://de.wiktionary.org/wiki/Bachelorstudiengang	1	0	33	0	34	
== Substantive ==	Bachpatenschaft	36		https://de.wiktionary.org/wiki/Bachpatenschaft	0	0	0	0	0	
== Substantive ==	Backerei	17		https://de.wiktionary.org/wiki/Backerei	0	0	0	0	0	
== Substantive ==	Backwash-Effekt	4		https://de.wiktionary.org/wiki/Backwash-Effekt						
== Substantive ==	Bäderschau	36		https://de.wiktionary.org/wiki/B%C3%A4derschau	0	0	0	0	0	
== Substantive ==	Badtextilie	36		https://de.wiktionary.org/wiki/Badtextilie	0	0	0	0	0	
== Substantive ==	Bagatellbetrag	36		https://de.wiktionary.org/wiki/Bagatellbetrag	0	0	0	0	0	
== Substantive ==	Bagatellgrenze	36		https://de.wiktionary.org/wiki/Bagatellgrenze	0	0	7	0	7	
== Substantive ==	Bahnhofsklatscher	36		https://de.wiktionary.org/wiki/Bahnhofsklatscher	0	0	0	0	0	
== Substantive ==	Bahnsteigspalt	3		https://de.wiktionary.org/wiki/Bahnsteigspalt	0	0	0	0	0	
== Substantive ==	Bähschaf	4		https://de.wiktionary.org/wiki/B%C3%A4hschaf	0	0	0	0	0	
== Substantive ==	Baiern	36		https://de.wiktionary.org/wiki/Baiern	2	0	107	0	109	
== Substantive ==	Bakterienschleuder	36		https://de.wiktionary.org/wiki/Bakterienschleuder	0	0	0	0	0	
== Substantive ==	Baletttruppe	36		https://de.wiktionary.org/wiki/Baletttruppe	0	0	0	0	0	
== Substantive ==	Balliste	12		https://de.wiktionary.org/wiki/Balliste	0	0	2	0	2	
== Substantive ==	Ballung	36		https://de.wiktionary.org/wiki/Ballung	0	0	9	0	9	
== Substantive ==	Balotellata	36		https://de.wiktionary.org/wiki/Balotellata	0	0	0	0	0	
== Substantive ==	Balsamicoessig	36		https://de.wiktionary.org/wiki/Balsamicoessig	0	0	0	0	0	
== Substantive ==	Balsamine	36		https://de.wiktionary.org/wiki/Balsamine	0	0	0	0	0	
== Substantive ==	Bändigung	36		https://de.wiktionary.org/wiki/B%C3%A4ndigung	0	0	6	0	6	
== Substantive ==	Bankettgesellschaft	36		https://de.wiktionary.org/wiki/Bankettgesellschaft	0	0	0	0	0	
== Substantive ==	Banking	36		https://de.wiktionary.org/wiki/Banking	0	0	228	6	228	
== Substantive ==	Bankwinkel	36		https://de.wiktionary.org/wiki/Bankwinkel	0	0	13	0	13	
== Substantive ==	Barbecue-Smoker	36		https://de.wiktionary.org/wiki/Barbecue-Smoker						
== Substantive ==	Bareback	4		https://de.wiktionary.org/wiki/Bareback	1	0	2	0	3	
== Substantive ==	Barends	36		https://de.wiktionary.org/wiki/Barends	0	0	5	0	5	
== Substantive ==	Bärenmarktrallye	36		https://de.wiktionary.org/wiki/B%C3%A4renmarktrallye	0	0	0	0	0	
== Substantive ==	Bariumbromid	36		https://de.wiktionary.org/wiki/Bariumbromid	0	0	1	0	1	
== Substantive ==	Bariumfluorid	36		https://de.wiktionary.org/wiki/Bariumfluorid	0	0	0	0	0	
== Substantive ==	Bariumiodid	36		https://de.wiktionary.org/wiki/Bariumiodid	0	0	0	0	0	
== Substantive ==	Bariumion	36		https://de.wiktionary.org/wiki/Bariumion	0	0	0	0	0	
== Substantive ==	Bariumisotop	36		https://de.wiktionary.org/wiki/Bariumisotop	0	0	1	0	1	
== Substantive ==	Bariumjodid	36		https://de.wiktionary.org/wiki/Bariumjodid	0	0	0	0	0	
== Substantive ==	Barnabit	4		https://de.wiktionary.org/wiki/Barnabit	0	0	3	0	3	
== Substantive ==	Barsieb	36		https://de.wiktionary.org/wiki/Barsieb	0	0	1	0	1	
== Substantive ==	Barsortiment	36		https://de.wiktionary.org/wiki/Barsortiment	1	0	3	0	4	
== Substantive ==	Bartering	36		https://de.wiktionary.org/wiki/Bartering	0	0	0	0	0	
== Substantive ==	Bartonellose	4		https://de.wiktionary.org/wiki/Bartonellose	0	0	0	0	0	
== Substantive ==	Basejump	9		https://de.wiktionary.org/wiki/Basejump	0	0	0	0	0	
== Substantive ==	Basisfraktur	36		https://de.wiktionary.org/wiki/Basisfraktur	0	0	0	0	0	
== Substantive ==	Basisgruppe	36		https://de.wiktionary.org/wiki/Basisgruppe	0	0	4	1	4	
== Substantive ==	Basistunnel	36		https://de.wiktionary.org/wiki/Basistunnel	0	0	53	0	53	
== Substantive ==	Bastardierung	36		https://de.wiktionary.org/wiki/Bastardierung	0	0	3	0	3	
== Substantive ==	Bastelkleber	3		https://de.wiktionary.org/wiki/Bastelkleber	0	0	0	0	0	
== Substantive ==	Basthut	36		https://de.wiktionary.org/wiki/Basthut	0	0	0	0	0	
== Substantive ==	Batterietausch	36		https://de.wiktionary.org/wiki/Batterietausch	0	0	2	0	2	
== Substantive ==	Bauchfell	36		https://de.wiktionary.org/wiki/Bauchfell	0	0	39	0	39	
== Substantive ==	Bauchfleck	36		https://de.wiktionary.org/wiki/Bauchfleck	0	0	6	0	6	
== Substantive ==	Bauchfüßer	36		https://de.wiktionary.org/wiki/Bauchf%C3%BC%C3%9Fer	0	0	1	0	1	
== Substantive ==	Bauchtasche	36		https://de.wiktionary.org/wiki/Bauchtasche	0	0	1	0	1	
== Substantive ==	Bauchzentrum	4		https://de.wiktionary.org/wiki/Bauchzentrum	0	0	0	0	0	
== Substantive ==	Baueinheit	36		https://de.wiktionary.org/wiki/Baueinheit	0	0	5	0	5	
== Substantive ==	Bauernblind	36		https://de.wiktionary.org/wiki/Bauernblind	0	0	0	0	0	
== Substantive ==	Baukörper	36		https://de.wiktionary.org/wiki/Bauk%C3%B6rper	6	0	341	0	347	
== Substantive ==	Baukostenzuschuss	36		https://de.wiktionary.org/wiki/Baukostenzuschuss	0	0	1	0	1	
== Substantive ==	Baukünstler	36		https://de.wiktionary.org/wiki/Bauk%C3%BCnstler	0	0	3	0	3	
== Substantive ==	Baulust	36		https://de.wiktionary.org/wiki/Baulust	0	0	1	0	1	
== Substantive ==	Baumégrad	36		https://de.wiktionary.org/wiki/Baum%C3%A9grad	0	0	0	0	0	
== Substantive ==	Bauméspindel	36		https://de.wiktionary.org/wiki/Baum%C3%A9spindel	0	0	0	0	0	
== Substantive ==	Baumethode	36		https://de.wiktionary.org/wiki/Baumethode	0	0	1	0	1	
== Substantive ==	Baumwollfaser	36		https://de.wiktionary.org/wiki/Baumwollfaser	1	0	5	0	6	
== Substantive ==	Baumwollsamen	36		https://de.wiktionary.org/wiki/Baumwollsamen	0	0	1	0	1	
== Substantive ==	Baumwollstaude	36		https://de.wiktionary.org/wiki/Baumwollstaude	0	0	0	0	0	
== Substantive ==	Baumwollstrauch	36		https://de.wiktionary.org/wiki/Baumwollstrauch	0	0	0	0	0	
== Substantive ==	Bauornament	36		https://de.wiktionary.org/wiki/Bauornament	0	0	1	0	1	
== Substantive ==	Bauparzelle	36		https://de.wiktionary.org/wiki/Bauparzelle	0	0	2	0	2	
== Substantive ==	Bauplanke	36		https://de.wiktionary.org/wiki/Bauplanke	0	0	0	0	0	
== Substantive ==	Bayes'sches Netz	7		https://de.wiktionary.org/wiki/Bayes%27sches%20Netz						
== Substantive ==	Beamtung	36		https://de.wiktionary.org/wiki/Beamtung	0	0	0	0	0	
== Substantive ==	Beantragung	36		https://de.wiktionary.org/wiki/Beantragung	1	0	69	0	70	
== Substantive ==	Bearbeitungsleiste	3		https://de.wiktionary.org/wiki/Bearbeitungsleiste	0	0	0	0	0	
== Substantive ==	Beaufsichtigung	36		https://de.wiktionary.org/wiki/Beaufsichtigung	1	0	63	0	64	
== Substantive ==	Beautycase	36		https://de.wiktionary.org/wiki/Beautycase	0	0	0	0	0	
== Substantive ==	Bedankung	36		https://de.wiktionary.org/wiki/Bedankung	0	0	1	0	1	
== Substantive ==	Bedarfsartikel	36		https://de.wiktionary.org/wiki/Bedarfsartikel	0	0	11	0	11	
== Substantive ==	Bedarfsdeckung	36		https://de.wiktionary.org/wiki/Bedarfsdeckung	0	0	10	0	10	
== Substantive ==	Bedienungstheke	36		https://de.wiktionary.org/wiki/Bedienungstheke	0	0	1	0	1	
== Substantive ==	Bedingungsfeindlichkeit	18		https://de.wiktionary.org/wiki/Bedingungsfeindlichkeit	0	0	1	0	1	
== Substantive ==	Beeinflussbarkeit	36		https://de.wiktionary.org/wiki/Beeinflussbarkeit	0	0	10	0	10	
== Substantive ==	Beendung	36		https://de.wiktionary.org/wiki/Beendung	0	0	8	0	8	
== Substantive ==	Befangenheitsnorm	10		https://de.wiktionary.org/wiki/Befangenheitsnorm	0	0	0	0	0	
== Substantive ==	Befindlichkeitsstörung	3		https://de.wiktionary.org/wiki/Befindlichkeitsst%C3%B6rung	0	0	4	0	4	
== Substantive ==	Beflaggung	36		https://de.wiktionary.org/wiki/Beflaggung	0	0	22	0	22	
== Substantive ==	Befreiungsbrief	36		https://de.wiktionary.org/wiki/Befreiungsbrief	0	0	1	0	1	
== Substantive ==	Befreiungsfestigkeit	36		https://de.wiktionary.org/wiki/Befreiungsfestigkeit	0	0	0	0	0	
== Substantive ==	Befüllung	36		https://de.wiktionary.org/wiki/Bef%C3%BCllung	1	0	35	0	36	
== Substantive ==	Begegnungsstätte	36		https://de.wiktionary.org/wiki/Begegnungsst%C3%A4tte	0	0	127	0	127	
== Substantive ==	Begleichung	36		https://de.wiktionary.org/wiki/Begleichung	0	0	49	0	49	
== Substantive ==	Begleithund	36		https://de.wiktionary.org/wiki/Begleithund	0	0	8	0	8	
== Substantive ==	Begleitpapier	36		https://de.wiktionary.org/wiki/Begleitpapier	0	0	0	0	0	
== Substantive ==	Begleitperson	36		https://de.wiktionary.org/wiki/Begleitperson	0	0	24	0	24	
== Substantive ==	Begleitpublikation	4		https://de.wiktionary.org/wiki/Begleitpublikation	0	0	6	0	6	
== Substantive ==	Begriffspaar	36		https://de.wiktionary.org/wiki/Begriffspaar	1	0	38	0	39	
== Substantive ==	Begriffswort	36		https://de.wiktionary.org/wiki/Begriffswort	0	0	2	0	2	
== Substantive ==	Begünstigung	36		https://de.wiktionary.org/wiki/Beg%C3%BCnstigung	1	0	61	0	62	
== Substantive ==	Behalteklausel	36		https://de.wiktionary.org/wiki/Behalteklausel	0	0	0	0	0	
== Substantive ==	Beharren	36		https://de.wiktionary.org/wiki/Beharren	0	0	38	16	38	
== Substantive ==	Beharrung	36		https://de.wiktionary.org/wiki/Beharrung	0	0	3	0	3	
== Substantive ==	Behauung	36		https://de.wiktionary.org/wiki/Behauung	0	0	0	0	0	
== Substantive ==	Behüter	36		https://de.wiktionary.org/wiki/Beh%C3%BCter	0	0	1	0	1	
== Substantive ==	Beimengung	36		https://de.wiktionary.org/wiki/Beimengung	0	0	13	0	13	
== Substantive ==	Beingewand	36		https://de.wiktionary.org/wiki/Beingewand	0	0	1	0	1	
== Substantive ==	Beischluss	36		https://de.wiktionary.org/wiki/Beischluss	0	0	0	0	0	
== Substantive ==	Beißhemmung	36		https://de.wiktionary.org/wiki/Bei%C3%9Fhemmung	0	0	1	0	1	
== Substantive ==	Beitreibung	36		https://de.wiktionary.org/wiki/Beitreibung	0	0	5	0	5	
== Substantive ==	Beitrittsverhandlung	36		https://de.wiktionary.org/wiki/Beitrittsverhandlung	0	0	0	0	0	
== Substantive ==	Beitrittsvertrag	36		https://de.wiktionary.org/wiki/Beitrittsvertrag	0	0	7	0	7	
== Substantive ==	Bekenntnisfreiheit	36		https://de.wiktionary.org/wiki/Bekenntnisfreiheit	0	0	4	0	4	
== Substantive ==	Bekleidungsgewerbe	36		https://de.wiktionary.org/wiki/Bekleidungsgewerbe	0	0	2	0	2	
== Substantive ==	Beladung	36		https://de.wiktionary.org/wiki/Beladung	2	0	108	1	110	
== Substantive ==	Belagerer	36		https://de.wiktionary.org/wiki/Belagerer	1	0	87	0	88	
== Substantive ==	Belagerin	36		https://de.wiktionary.org/wiki/Belagerin	0	0	0	0	0	
== Substantive ==	Belastungsprobe	36		https://de.wiktionary.org/wiki/Belastungsprobe	0	0	15	0	15	
== Substantive ==	Belastungssituation	3		https://de.wiktionary.org/wiki/Belastungssituation	0	0	1	0	1	
== Substantive ==	Belegart	36		https://de.wiktionary.org/wiki/Belegart	0	0	0	0	0	
== Substantive ==	Bellicum	36		https://de.wiktionary.org/wiki/Bellicum	0	0	0	2	0	
== Substantive ==	Bemalung	36		https://de.wiktionary.org/wiki/Bemalung	1	0	274	0	275	
== Substantive ==	Bempel	36		https://de.wiktionary.org/wiki/Bempel	0	0	0	0	0	
== Substantive ==	Benchmark	36		https://de.wiktionary.org/wiki/Benchmark	1	0	51	4	52	
== Substantive ==	Benchmarking	36		https://de.wiktionary.org/wiki/Benchmarking	0	0	34	0	34	
== Substantive ==	Benefiz	36		https://de.wiktionary.org/wiki/Benefiz	1	0	98	0	99	
== Substantive ==	Benefiziant	36		https://de.wiktionary.org/wiki/Benefiziant	0	0	0	0	0	
== Substantive ==	Benefiziar	36		https://de.wiktionary.org/wiki/Benefiziar	0	0	0	0	0	
== Substantive ==	Benefiziat	36		https://de.wiktionary.org/wiki/Benefiziat	1	0	14	0	15	
== Substantive ==	Benefizium	36		https://de.wiktionary.org/wiki/Benefizium	0	0	28	0	28	
== Substantive ==	Benefizveranstaltung	36		https://de.wiktionary.org/wiki/Benefizveranstaltung	0	0	20	0	20	
== Substantive ==	Benrather Linie	36		https://de.wiktionary.org/wiki/Benrather%20Linie						
== Substantive ==	Benutzerkonten-Information	36		https://de.wiktionary.org/wiki/Benutzerkonten-Information						
== Substantive ==	Benutzerrechte	36		https://de.wiktionary.org/wiki/Benutzerrechte	0	0	3	0	3	
== Substantive ==	Benzidinreaktion	36		https://de.wiktionary.org/wiki/Benzidinreaktion	0	0	0	0	0	
== Substantive ==	Benzinbleigesetz	36		https://de.wiktionary.org/wiki/Benzinbleigesetz	0	0	0	0	0	
== Substantive ==	Benzindunst	36		https://de.wiktionary.org/wiki/Benzindunst	0	0	0	0	0	
== Substantive ==	Benzinfahrzeug	36		https://de.wiktionary.org/wiki/Benzinfahrzeug	0	0	0	0	0	
== Substantive ==	Benzingewinnung	36		https://de.wiktionary.org/wiki/Benzingewinnung	0	0	0	0	0	
== Substantive ==	Benzingutschein	36		https://de.wiktionary.org/wiki/Benzingutschein	0	0	0	0	0	
== Substantive ==	Benzinhahn	36		https://de.wiktionary.org/wiki/Benzinhahn	0	0	1	0	1	
== Substantive ==	Benzoyl	36		https://de.wiktionary.org/wiki/Benzoyl	0	0	3	0	3	
== Substantive ==	Benzpyren	36		https://de.wiktionary.org/wiki/Benzpyren	0	0	3	0	3	
== Substantive ==	Benzyl	36		https://de.wiktionary.org/wiki/Benzyl	1	0	5	1	6	
== Substantive ==	Benzylgruppe	36		https://de.wiktionary.org/wiki/Benzylgruppe	0	0	3	0	3	
== Substantive ==	Beratungsbedarf	3		https://de.wiktionary.org/wiki/Beratungsbedarf	0	0	4	0	4	
== Substantive ==	Beratungsraum	4		https://de.wiktionary.org/wiki/Beratungsraum	0	0	2	0	2	
== Substantive ==	Beratungsresistenz	5		https://de.wiktionary.org/wiki/Beratungsresistenz	0	0	0	0	0	
== Substantive ==	Berchtoldstag	4		https://de.wiktionary.org/wiki/Berchtoldstag	0	0	4	0	4	
== Substantive ==	Berechnungsgrundlage	4		https://de.wiktionary.org/wiki/Berechnungsgrundlage	3	0	17	0	20	
== Substantive ==	Berechnungsoption	3		https://de.wiktionary.org/wiki/Berechnungsoption	0	0	0	0	0	
== Substantive ==	Bereitung	13		https://de.wiktionary.org/wiki/Bereitung	0	0	9	0	9	
== Substantive ==	Bergbahnhof	4		https://de.wiktionary.org/wiki/Bergbahnhof	0	0	2	0	2	
== Substantive ==	Bergmann'sche Regel	36		https://de.wiktionary.org/wiki/Bergmann%27sche%20Regel						
== Substantive ==	Bergmannsprämie	36		https://de.wiktionary.org/wiki/Bergmannspr%C3%A4mie	0	0	0	0	0	
== Substantive ==	Bergmechaniker	36		https://de.wiktionary.org/wiki/Bergmechaniker	0	0	0	0	0	
== Substantive ==	Bergmeerschweinchen	36		https://de.wiktionary.org/wiki/Bergmeerschweinchen	0	0	2	0	2	
== Substantive ==	Bergminze	36		https://de.wiktionary.org/wiki/Bergminze	0	0	6	0	6	
== Substantive ==	Bergmischwald	36		https://de.wiktionary.org/wiki/Bergmischwald	1	0	2	0	3	
== Substantive ==	Bergnasenbär	36		https://de.wiktionary.org/wiki/Bergnasenb%C3%A4r	0	0	2	0	2	
== Substantive ==	Bergnyala	36		https://de.wiktionary.org/wiki/Bergnyala	0	0	0	0	0	
== Substantive ==	Bergnymphe	36		https://de.wiktionary.org/wiki/Bergnymphe	0	0	2	0	2	
== Substantive ==	Bergpalme	36		https://de.wiktionary.org/wiki/Bergpalme	0	0	0	0	0	
== Substantive ==	Bergpartei	36		https://de.wiktionary.org/wiki/Bergpartei	0	0	17	0	17	
== Substantive ==	Bergregal	36		https://de.wiktionary.org/wiki/Bergregal	0	0	19	0	19	
== Substantive ==	Bergrettung	36		https://de.wiktionary.org/wiki/Bergrettung	0	0	15	0	15	
== Substantive ==	Bergriese	36		https://de.wiktionary.org/wiki/Bergriese	0	0	0	0	0	
== Substantive ==	Bergschaden	36		https://de.wiktionary.org/wiki/Bergschaden	0	0	1	0	1	
== Substantive ==	Bergschadenkunde	36		https://de.wiktionary.org/wiki/Bergschadenkunde	0	0	1	0	1	
== Substantive ==	Bergschlag	36		https://de.wiktionary.org/wiki/Bergschlag	0	0	0	0	0	
== Substantive ==	Bergschlipf	36		https://de.wiktionary.org/wiki/Bergschlipf	0	0	0	0	0	
== Substantive ==	Bergschrund	36		https://de.wiktionary.org/wiki/Bergschrund	0	0	4	0	4	
== Substantive ==	Bergschule	36		https://de.wiktionary.org/wiki/Bergschule	0	0	48	0	48	
== Substantive ==	Bergstachler	36		https://de.wiktionary.org/wiki/Bergstachler	0	0	0	0	0	
== Substantive ==	Bergsteigerkarte	36		https://de.wiktionary.org/wiki/Bergsteigerkarte	0	0	0	0	0	
== Substantive ==	Bergsturzmoräne	36		https://de.wiktionary.org/wiki/Bergsturzmor%C3%A4ne	0	0	0	0	0	
== Substantive ==	Bergsturzsee	36		https://de.wiktionary.org/wiki/Bergsturzsee	0	0	0	0	0	
== Substantive ==	Bergteer	36		https://de.wiktionary.org/wiki/Bergteer	0	0	0	0	0	
== Substantive ==	Bergtrikot	36		https://de.wiktionary.org/wiki/Bergtrikot	0	0	0	0	0	
== Substantive ==	Bergvorsprung	36		https://de.wiktionary.org/wiki/Bergvorsprung	0	0	16	0	16	
== Substantive ==	Bergwandern	36		https://de.wiktionary.org/wiki/Bergwandern	1	0	6	0	7	
== Substantive ==	Bergwanderung	36		https://de.wiktionary.org/wiki/Bergwanderung	0	0	26	0	26	
== Substantive ==	Bergwasser	36		https://de.wiktionary.org/wiki/Bergwasser	0	0	6	0	6	
== Substantive ==	Bergwasserspiegel	36		https://de.wiktionary.org/wiki/Bergwasserspiegel	0	0	0	0	0	
== Substantive ==	Bergwerksbahnhof	4		https://de.wiktionary.org/wiki/Bergwerksbahnhof	0	0	0	0	0	
== Substantive ==	Bergwerksbesitzkarte	36		https://de.wiktionary.org/wiki/Bergwerksbesitzkarte	0	0	0	0	0	
== Substantive ==	Bergwerksfeld	36		https://de.wiktionary.org/wiki/Bergwerksfeld	0	0	2	0	2	
== Substantive ==	Bergwesen	36		https://de.wiktionary.org/wiki/Bergwesen	0	0	8	0	8	
== Substantive ==	Bergzebra	36		https://de.wiktionary.org/wiki/Bergzebra	0	0	6	0	6	
== Substantive ==	Bergzerreißung	36		https://de.wiktionary.org/wiki/Bergzerrei%C3%9Fung	0	0	0	0	0	
== Substantive ==	Bernsteinschabe	36		https://de.wiktionary.org/wiki/Bernsteinschabe	0	0	0	0	0	
== Substantive ==	Bernstein-Waldschabe	36		https://de.wiktionary.org/wiki/Bernstein-Waldschabe						
== Substantive ==	Berufsbildungsbereich	4		https://de.wiktionary.org/wiki/Berufsbildungsbereich	0	0	4	0	4	
== Substantive ==	Berufsbildungsmaßnahme	4		https://de.wiktionary.org/wiki/Berufsbildungsma%C3%9Fnahme	0	0	0	0	0	
== Substantive ==	Berufsbildungsvorbeireitung	4		https://de.wiktionary.org/wiki/Berufsbildungsvorbeireitung	0	0	0	0	0	
== Substantive ==	Berufsbildungswerk	4		https://de.wiktionary.org/wiki/Berufsbildungswerk	0	0	19	0	19	
== Substantive ==	Berufschance	3		https://de.wiktionary.org/wiki/Berufschance	0	0	0	0	0	
== Substantive ==	Berufsfindung	36		https://de.wiktionary.org/wiki/Berufsfindung	0	0	2	0	2	
== Substantive ==	Berufsförderung	4		https://de.wiktionary.org/wiki/Berufsf%C3%B6rderung	0	0	8	0	8	
== Substantive ==	Berufsfrau	36		https://de.wiktionary.org/wiki/Berufsfrau	0	0	0	0	0	
== Substantive ==	Berufsgymnasium	4		https://de.wiktionary.org/wiki/Berufsgymnasium	0	0	0	0	0	
== Substantive ==	Berufskolleg	4		https://de.wiktionary.org/wiki/Berufskolleg	1	0	106	0	107	
== Substantive ==	Berufsrettung	36		https://de.wiktionary.org/wiki/Berufsrettung	0	0	2	0	2	
== Substantive ==	Berufsschulzentrum	1		https://de.wiktionary.org/wiki/Berufsschulzentrum	0	0	17	0	17	
== Substantive ==	Berufsträger	36		https://de.wiktionary.org/wiki/Berufstr%C3%A4ger	0	0	3	0	3	
== Substantive ==	Berufswegplanung	4		https://de.wiktionary.org/wiki/Berufswegplanung	0	0	0	0	0	
== Substantive ==	Berufsziel	4		https://de.wiktionary.org/wiki/Berufsziel	1	0	18	0	19	
== Substantive ==	Berufungsinstanz	36		https://de.wiktionary.org/wiki/Berufungsinstanz	2	0	26	0	28	
== Substantive ==	Berührzwang	4		https://de.wiktionary.org/wiki/Ber%C3%BChrzwang	0	0	0	0	0	
== Substantive ==	Berylliumion	36		https://de.wiktionary.org/wiki/Berylliumion	0	0	0	0	0	
== Substantive ==	Berylliumisotop	36		https://de.wiktionary.org/wiki/Berylliumisotop	0	0	1	0	1	
== Substantive ==	Berylliumkern	36		https://de.wiktionary.org/wiki/Berylliumkern	0	0	0	0	0	
== Substantive ==	Besamung	15		https://de.wiktionary.org/wiki/Besamung	0	0	20	0	20	
== Substantive ==	Besamungsstation	1		https://de.wiktionary.org/wiki/Besamungsstation	0	0	2	0	2	
== Substantive ==	Beschäftigungsausmaß	36		https://de.wiktionary.org/wiki/Besch%C3%A4ftigungsausma%C3%9F	0	0	1	0	1	
== Substantive ==	Beschäftigungsprojekt	3		https://de.wiktionary.org/wiki/Besch%C3%A4ftigungsprojekt	0	0	1	0	1	
== Substantive ==	Beschauung	36		https://de.wiktionary.org/wiki/Beschauung	0	0	1	0	1	
== Substantive ==	Beschauzeichen	36		https://de.wiktionary.org/wiki/Beschauzeichen	0	0	2	0	2	
== Substantive ==	Bescheidung	36		https://de.wiktionary.org/wiki/Bescheidung	0	0	3	0	3	
== Substantive ==	Beschilderung	36		https://de.wiktionary.org/wiki/Beschilderung	7	0	91	0	98	
== Substantive ==	Beschwerdebuch	36		https://de.wiktionary.org/wiki/Beschwerdebuch	0	0	0	0	0	
== Substantive ==	Beschwerdeschrift	36		https://de.wiktionary.org/wiki/Beschwerdeschrift	0	0	8	0	8	
== Substantive ==	Beschwichtigung	36		https://de.wiktionary.org/wiki/Beschwichtigung	0	0	12	0	12	
== Substantive ==	Besenbeiz	13		https://de.wiktionary.org/wiki/Besenbeiz	0	0	0	0	0	
== Substantive ==	Besichtigungstermin	36		https://de.wiktionary.org/wiki/Besichtigungstermin	0	0	1	0	1	
== Substantive ==	Besitzender	36		https://de.wiktionary.org/wiki/Besitzender	0	0	1	2	1	
== Substantive ==	Besitzstand	36		https://de.wiktionary.org/wiki/Besitzstand	0	0	40	0	40	
== Substantive ==	Besoldungsstruktur	36		https://de.wiktionary.org/wiki/Besoldungsstruktur	0	0	1	0	1	
== Substantive ==	Besorger	36		https://de.wiktionary.org/wiki/Besorger	0	0	0	0	0	
== Substantive ==	Bespielung	36		https://de.wiktionary.org/wiki/Bespielung	1	0	12	0	13	
== Substantive ==	Besselfunktion	36		https://de.wiktionary.org/wiki/Besselfunktion	0	0	5	0	5	
== Substantive ==	Bessemerbirne	36		https://de.wiktionary.org/wiki/Bessemerbirne	0	0	2	0	2	
== Substantive ==	Bessemerstahl	36		https://de.wiktionary.org/wiki/Bessemerstahl	0	0	3	0	3	
== Substantive ==	Bestärkung	36		https://de.wiktionary.org/wiki/Best%C3%A4rkung	0	0	4	0	4	
== Substantive ==	Bestätigungstoken	36		https://de.wiktionary.org/wiki/Best%C3%A4tigungstoken	0	0	0	0	0	
== Substantive ==	Bestbesetzung	36		https://de.wiktionary.org/wiki/Bestbesetzung	0	0	7	0	7	
== Substantive ==	Bestehen	36		https://de.wiktionary.org/wiki/Bestehen	25	0	943	7751	946	
