section	headword	months_on_list	german_missing	webpage	n_uc_s	n_lc_s	n_uc_r	n_lc_r	n_total_est	div_zero
== Substantive ==	Protoästhetik	36		https://de.wiktionary.org/wiki/Proto%C3%A4sthetik	0	0	0	0	0	
== Substantive ==	Protrusion	36		https://de.wiktionary.org/wiki/Protrusion	0	0	4	0	4	
== Substantive ==	Providenz	36		https://de.wiktionary.org/wiki/Providenz	0	0	1	0	1	
== Substantive ==	Provinenz	36		https://de.wiktionary.org/wiki/Provinenz	0	0	0	0	0	
== Substantive ==	Prozedursignatur	36		https://de.wiktionary.org/wiki/Prozedursignatur	0	0	0	0	0	
== Substantive ==	Prozentwert	36		https://de.wiktionary.org/wiki/Prozentwert	0	0	3	0	3	
== Substantive ==	Prozessdaten	36		https://de.wiktionary.org/wiki/Prozessdaten	1	0	12	0	13	
== Substantive ==	Prozessieren	36		https://de.wiktionary.org/wiki/Prozessieren	0	0	1	5	1	
== Substantive ==	Prozessordnung	36		https://de.wiktionary.org/wiki/Prozessordnung	0	0	13	0	13	
== Substantive ==	Prozessrechner	36		https://de.wiktionary.org/wiki/Prozessrechner	0	0	7	0	7	
== Substantive ==	Prüfauftrag	26		https://de.wiktionary.org/wiki/Pr%C3%BCfauftrag	0	0	2	0	2	
== Substantive ==	Prüfmethode	36		https://de.wiktionary.org/wiki/Pr%C3%BCfmethode	1	0	7	0	8	
== Substantive ==	Prüfschärfegrad	36		https://de.wiktionary.org/wiki/Pr%C3%BCfsch%C3%A4rfegrad	0	0	0	0	0	
== Substantive ==	Prüfstelle	36		https://de.wiktionary.org/wiki/Pr%C3%BCfstelle	0	0	33	0	33	
== Substantive ==	Prüftiefe	36		https://de.wiktionary.org/wiki/Pr%C3%BCftiefe	0	0	0	0	0	
== Substantive ==	Prüfungsgebühr	36		https://de.wiktionary.org/wiki/Pr%C3%BCfungsgeb%C3%BChr	0	0	0	0	0	
== Substantive ==	Prüfzeichen	36		https://de.wiktionary.org/wiki/Pr%C3%BCfzeichen	0	0	24	0	24	
== Substantive ==	Prurigo	36		https://de.wiktionary.org/wiki/Prurigo	0	0	1	0	1	
== Substantive ==	Pruritus	36		https://de.wiktionary.org/wiki/Pruritus	0	0	11	0	11	
== Substantive ==	Psalterium	36		https://de.wiktionary.org/wiki/Psalterium	0	0	10	0	10	
== Substantive ==	Psoriasis	36		https://de.wiktionary.org/wiki/Psoriasis	0	0	46	0	46	
== Substantive ==	Psychagogie	36		https://de.wiktionary.org/wiki/Psychagogie	0	0	2	0	2	
== Substantive ==	Psychologisierung	36		https://de.wiktionary.org/wiki/Psychologisierung	0	0	2	0	2	
== Substantive ==	Psychopathographie	36		https://de.wiktionary.org/wiki/Psychopathographie	0	0	0	0	0	
== Substantive ==	Psychosymbolik	36		https://de.wiktionary.org/wiki/Psychosymbolik	0	0	1	0	1	
== Substantive ==	Puddingform	36		https://de.wiktionary.org/wiki/Puddingform	0	0	1	0	1	
== Substantive ==	Puerilismus	36		https://de.wiktionary.org/wiki/Puerilismus	0	0	0	0	0	
== Substantive ==	Pufferbereich	36		https://de.wiktionary.org/wiki/Pufferbereich	0	0	0	0	0	
== Substantive ==	Pull-down-Menü	36		https://de.wiktionary.org/wiki/Pull-down-Men%C3%BC						
== Substantive ==	Pulmonalklappe	36		https://de.wiktionary.org/wiki/Pulmonalklappe	0	0	5	0	5	
== Substantive ==	Puls-Pausen-Verhältnis	36		https://de.wiktionary.org/wiki/Puls-Pausen-Verh%C3%A4ltnis						
== Substantive ==	Pulvergas	36		https://de.wiktionary.org/wiki/Pulvergas	0	0	0	0	0	
== Substantive ==	Pulverlöscher	4		https://de.wiktionary.org/wiki/Pulverl%C3%B6scher	0	0	0	0	0	
== Substantive ==	Pumpensumpf	36		https://de.wiktionary.org/wiki/Pumpensumpf	0	0	3	0	3	
== Substantive ==	Pumpspeichersee	36		https://de.wiktionary.org/wiki/Pumpspeichersee	0	0	0	0	0	
== Substantive ==	Punchline	36		https://de.wiktionary.org/wiki/Punchline	0	0	6	1	6	
== Substantive ==	Punktekonto	36		https://de.wiktionary.org/wiki/Punktekonto	0	0	17	0	17	
== Substantive ==	Punktestand	36		https://de.wiktionary.org/wiki/Punktestand	1	0	33	0	34	
== Substantive ==	Punktzahl	36		https://de.wiktionary.org/wiki/Punktzahl	0	0	287	0	287	
== Substantive ==	Pünt	36		https://de.wiktionary.org/wiki/P%C3%BCnt	0	0	1	0	1	
== Substantive ==	Pünte	36		https://de.wiktionary.org/wiki/P%C3%BCnte	0	0	4	0	4	
== Substantive ==	Pupser	4		https://de.wiktionary.org/wiki/Pupser	0	0	0	0	0	
== Substantive ==	Purimlied	4		https://de.wiktionary.org/wiki/Purimlied	0	0	0	0	0	
== Substantive ==	Puritanismus	36		https://de.wiktionary.org/wiki/Puritanismus	0	0	26	0	26	
== Substantive ==	Purzeltag	36		https://de.wiktionary.org/wiki/Purzeltag	0	0	0	0	0	
== Substantive ==	Putativnotwehr	36		https://de.wiktionary.org/wiki/Putativnotwehr	0	0	3	0	3	
== Substantive ==	Putrefaktion	20		https://de.wiktionary.org/wiki/Putrefaktion	0	0	2	0	2	
== Substantive ==	Putting-Grün	36		https://de.wiktionary.org/wiki/Putting-Gr%C3%BCn						
== Substantive ==	Pyrop	36		https://de.wiktionary.org/wiki/Pyrop	0	0	15	0	15	
== Substantive ==	Quabi	4		https://de.wiktionary.org/wiki/Quabi	0	0	1	0	1	
== Substantive ==	Quadrangel	36		https://de.wiktionary.org/wiki/Quadrangel	1	0	3	0	4	
== Substantive ==	Quadrathlon	36		https://de.wiktionary.org/wiki/Quadrathlon	0	0	1	0	1	
== Substantive ==	Quakfrosch	4		https://de.wiktionary.org/wiki/Quakfrosch	0	0	0	0	0	
== Substantive ==	Qualerkornen	36		https://de.wiktionary.org/wiki/Qualerkornen	0	0	0	0	0	
== Substantive ==	Quali	36		https://de.wiktionary.org/wiki/Quali	0	0	25	3	25	
== Substantive ==	Qualifikationsvermerk	4		https://de.wiktionary.org/wiki/Qualifikationsvermerk	0	0	3	0	3	
== Substantive ==	Qualifizierung	36		https://de.wiktionary.org/wiki/Qualifizierung	6	0	150	0	156	
== Substantive ==	Qualitätskonzept	36		https://de.wiktionary.org/wiki/Qualit%C3%A4tskonzept	0	0	0	0	0	
== Substantive ==	Qualitätsmanagement	36		https://de.wiktionary.org/wiki/Qualit%C3%A4tsmanagement	7	0	101	1	108	
== Substantive ==	Qualitätsmanagementnorm	36		https://de.wiktionary.org/wiki/Qualit%C3%A4tsmanagementnorm	0	0	5	0	5	
== Substantive ==	Qualitätsnorm	36		https://de.wiktionary.org/wiki/Qualit%C3%A4tsnorm	0	0	2	0	2	
== Substantive ==	Qualitätsprüfung	36		https://de.wiktionary.org/wiki/Qualit%C3%A4tspr%C3%BCfung	0	0	7	0	7	
== Substantive ==	Qualitätsregelkarte	36		https://de.wiktionary.org/wiki/Qualit%C3%A4tsregelkarte	0	0	4	0	4	
== Substantive ==	Quantenschaum	36		https://de.wiktionary.org/wiki/Quantenschaum	0	0	0	0	0	
== Substantive ==	Quart	36		https://de.wiktionary.org/wiki/Quart	1	0	69	5	70	
== Substantive ==	Quartana	36		https://de.wiktionary.org/wiki/Quartana	0	0	1	2	1	
== Substantive ==	Quartel	36		https://de.wiktionary.org/wiki/Quartel	1	0	2	0	3	
== Substantive ==	Quarter	36		https://de.wiktionary.org/wiki/Quarter	2	0	101	7	103	
== Substantive ==	Quartierskonzept	36		https://de.wiktionary.org/wiki/Quartierskonzept	0	0	0	0	0	
== Substantive ==	Quartole	36		https://de.wiktionary.org/wiki/Quartole	0	0	1	0	1	
== Substantive ==	Quecksilberbromid	36		https://de.wiktionary.org/wiki/Quecksilberbromid	0	0	0	0	0	
== Substantive ==	Quecksilberdampfgleichrichter	36		https://de.wiktionary.org/wiki/Quecksilberdampfgleichrichter	1	0	9	0	10	
== Substantive ==	Quecksilberfluorid	36		https://de.wiktionary.org/wiki/Quecksilberfluorid	0	0	0	0	0	
== Substantive ==	Quecksilberiodid	36		https://de.wiktionary.org/wiki/Quecksilberiodid	0	0	0	0	0	
== Substantive ==	Quecksilberion	36		https://de.wiktionary.org/wiki/Quecksilberion	0	0	0	0	0	
== Substantive ==	Quecksilberisotop	36		https://de.wiktionary.org/wiki/Quecksilberisotop	0	0	0	0	0	
== Substantive ==	Quecksilberjodid	36		https://de.wiktionary.org/wiki/Quecksilberjodid	0	0	0	0	0	
== Substantive ==	Quecksilberkern	36		https://de.wiktionary.org/wiki/Quecksilberkern	0	0	0	0	0	
== Substantive ==	Quecksilbermanometer	36		https://de.wiktionary.org/wiki/Quecksilbermanometer	0	0	0	0	0	
== Substantive ==	Quecksilbermineral	36		https://de.wiktionary.org/wiki/Quecksilbermineral	0	0	0	0	0	
== Substantive ==	Quecksilberoxid	36		https://de.wiktionary.org/wiki/Quecksilberoxid	1	0	2	0	3	
== Substantive ==	Quecksilberpräparat	36		https://de.wiktionary.org/wiki/Quecksilberpr%C3%A4parat	0	0	0	0	0	
== Substantive ==	Quecksilbersalbe	36		https://de.wiktionary.org/wiki/Quecksilbersalbe	0	0	0	0	0	
== Substantive ==	Quecksilbersalz	36		https://de.wiktionary.org/wiki/Quecksilbersalz	0	0	1	0	1	
== Substantive ==	Quecksilbersulfid	36		https://de.wiktionary.org/wiki/Quecksilbersulfid	1	0	1	0	2	
== Substantive ==	Quecksilberthermometer	36		https://de.wiktionary.org/wiki/Quecksilberthermometer	0	0	0	0	0	
== Substantive ==	Quellenforschung	36		https://de.wiktionary.org/wiki/Quellenforschung	0	0	13	0	13	
== Substantive ==	Querbahnsteig	36		https://de.wiktionary.org/wiki/Querbahnsteig	0	0	7	0	7	
== Substantive ==	Quereinstieg	4		https://de.wiktionary.org/wiki/Quereinstieg	0	0	2	0	2	
== Substantive ==	Querhaus	36		https://de.wiktionary.org/wiki/Querhaus	9	0	325	0	334	
== Substantive ==	Querriegelschloss	36		https://de.wiktionary.org/wiki/Querriegelschloss	0	0	0	0	0	
== Substantive ==	query	36		https://de.wiktionary.org/wiki/query	3	2	21	7	10	
== Substantive ==	Quintil	36		https://de.wiktionary.org/wiki/Quintil	1	0	7	0	8	
== Substantive ==	Quitschsand	36		https://de.wiktionary.org/wiki/Quitschsand	0	0	0	0	0	
== Substantive ==	Quittungsspieß	36		https://de.wiktionary.org/wiki/Quittungsspie%C3%9F	0	0	0	0	0	
== Substantive ==	Rabitzer	36		https://de.wiktionary.org/wiki/Rabitzer	0	0	0	0	0	
== Substantive ==	Rabulisterei	36		https://de.wiktionary.org/wiki/Rabulisterei	0	0	0	0	0	
== Substantive ==	Rachsal	36		https://de.wiktionary.org/wiki/Rachsal	0	0	0	0	0	
== Substantive ==	Radaddelchen	36		https://de.wiktionary.org/wiki/Radaddelchen	0	0	0	0	0	
== Substantive ==	Radballer	36		https://de.wiktionary.org/wiki/Radballer	0	0	1	0	1	
== Substantive ==	Radbremse	36		https://de.wiktionary.org/wiki/Radbremse	0	0	2	0	2	
== Substantive ==	Raddoppio	36		https://de.wiktionary.org/wiki/Raddoppio	0	0	0	0	0	
== Substantive ==	Räderorgan	36		https://de.wiktionary.org/wiki/R%C3%A4derorgan	0	0	0	0	0	
== Substantive ==	Radfernfahrt	36		https://de.wiktionary.org/wiki/Radfernfahrt	0	0	1	0	1	
== Substantive ==	Radienlehre	36		https://de.wiktionary.org/wiki/Radienlehre	0	0	0	0	0	
== Substantive ==	Radieschenschneider	36		https://de.wiktionary.org/wiki/Radieschenschneider	0	0	0	0	0	
== Substantive ==	Radikalenerlass	36		https://de.wiktionary.org/wiki/Radikalenerlass	0	0	13	0	13	
== Substantive ==	Radikalfänger	36		https://de.wiktionary.org/wiki/Radikalf%C3%A4nger	1	0	6	0	7	
== Substantive ==	Radikalist	36		https://de.wiktionary.org/wiki/Radikalist	0	0	0	0	0	
== Substantive ==	Radikallösung	36		https://de.wiktionary.org/wiki/Radikall%C3%B6sung	0	0	1	0	1	
== Substantive ==	Radikaloperation	36		https://de.wiktionary.org/wiki/Radikaloperation	0	0	3	0	3	
== Substantive ==	Radleuchter	4		https://de.wiktionary.org/wiki/Radleuchter	0	0	13	0	13	
== Substantive ==	Radonatom	36		https://de.wiktionary.org/wiki/Radonatom	0	0	0	0	0	
== Substantive ==	Radonion	36		https://de.wiktionary.org/wiki/Radonion	0	0	0	0	0	
== Substantive ==	Radonisotop	36		https://de.wiktionary.org/wiki/Radonisotop	0	0	0	0	0	
== Substantive ==	Radonkern	36		https://de.wiktionary.org/wiki/Radonkern	0	0	0	0	0	
== Substantive ==	Radschuh	36		https://de.wiktionary.org/wiki/Radschuh	0	0	1	0	1	
== Substantive ==	Radstand	36		https://de.wiktionary.org/wiki/Radstand	6	0	849	0	855	
== Substantive ==	Raffke	36		https://de.wiktionary.org/wiki/Raffke	0	0	5	0	5	
== Substantive ==	Raglan	4		https://de.wiktionary.org/wiki/Raglan	3	0	18	0	21	
== Substantive ==	Rähm	36		https://de.wiktionary.org/wiki/R%C3%A4hm	0	0	12	0	12	
== Substantive ==	Rahmenkonzept	4		https://de.wiktionary.org/wiki/Rahmenkonzept	0	0	8	0	8	
== Substantive ==	Raison d’Être	36		https://de.wiktionary.org/wiki/Raison%20d%E2%80%99%C3%8Atre						
== Substantive ==	Raison d'être	13		https://de.wiktionary.org/wiki/Raison%20d%27%C3%AAtre						
== Substantive ==	Raison d'Être	13		https://de.wiktionary.org/wiki/Raison%20d%27%C3%8Atre						
== Substantive ==	Raketenerprobung	36		https://de.wiktionary.org/wiki/Raketenerprobung	0	0	0	0	0	
== Substantive ==	Raketenmotor	36		https://de.wiktionary.org/wiki/Raketenmotor	0	0	22	0	22	
== Substantive ==	Raketenpanzerbüchse	36		https://de.wiktionary.org/wiki/Raketenpanzerb%C3%BCchse	0	0	0	0	0	
== Substantive ==	Raketenschild	36		https://de.wiktionary.org/wiki/Raketenschild	0	0	1	0	1	
== Substantive ==	Raketentriebwerk	36		https://de.wiktionary.org/wiki/Raketentriebwerk	0	0	22	0	22	
== Substantive ==	Rammmaschine	36		https://de.wiktionary.org/wiki/Rammmaschine	0	0	0	0	0	
== Substantive ==	Ramschhändler	7		https://de.wiktionary.org/wiki/Ramschh%C3%A4ndler	0	0	0	0	0	
== Substantive ==	Rancune	36		https://de.wiktionary.org/wiki/Rancune	0	0	0	0	0	
== Substantive ==	Randspalte	36		https://de.wiktionary.org/wiki/Randspalte	0	0	1	0	1	
== Substantive ==	Randtief	36		https://de.wiktionary.org/wiki/Randtief	0	0	1	0	1	
== Substantive ==	Ranft	36		https://de.wiktionary.org/wiki/Ranft	2	0	41	0	43	
== Substantive ==	Rangältester	36		https://de.wiktionary.org/wiki/Rang%C3%A4ltester	0	0	0	3	0	
== Substantive ==	Ranidaphobie	36		https://de.wiktionary.org/wiki/Ranidaphobie	0	0	0	0	0	
== Substantive ==	Ranunkel	36		https://de.wiktionary.org/wiki/Ranunkel	0	0	0	0	0	
== Substantive ==	Rappenspalter	36		https://de.wiktionary.org/wiki/Rappenspalter	0	0	0	0	0	
== Substantive ==	Rapportierung	36		https://de.wiktionary.org/wiki/Rapportierung	0	0	0	0	0	
== Substantive ==	Rätekommunismus	36		https://de.wiktionary.org/wiki/R%C3%A4tekommunismus	0	0	4	0	4	
== Substantive ==	Räterussland	36		https://de.wiktionary.org/wiki/R%C3%A4terussland	0	0	0	0	0	
== Substantive ==	Rationalisator	36		https://de.wiktionary.org/wiki/Rationalisator	0	0	0	0	0	
== Substantive ==	Rationalist	36		https://de.wiktionary.org/wiki/Rationalist	0	0	11	0	11	
== Substantive ==	Rätoromanischunterricht	4		https://de.wiktionary.org/wiki/R%C3%A4toromanischunterricht	0	0	0	0	0	
== Substantive ==	Ratsal	36		https://de.wiktionary.org/wiki/Ratsal	0	0	0	0	0	
== Substantive ==	Rätselweg	36		https://de.wiktionary.org/wiki/R%C3%A4tselweg	0	0	0	0	0	
== Substantive ==	Ratspräsident	36		https://de.wiktionary.org/wiki/Ratspr%C3%A4sident	0	0	13	0	13	
== Substantive ==	Rattan	36		https://de.wiktionary.org/wiki/Rattan	1	0	20	0	21	
== Substantive ==	Rattanpalme	36		https://de.wiktionary.org/wiki/Rattanpalme	0	0	0	0	0	
== Substantive ==	Rättchen	36		https://de.wiktionary.org/wiki/R%C3%A4ttchen	0	0	0	0	0	
== Substantive ==	Raubadler	36		https://de.wiktionary.org/wiki/Raubadler	0	0	1	0	1	
== Substantive ==	Raubschloss	36		https://de.wiktionary.org/wiki/Raubschloss	0	0	7	0	7	
== Substantive ==	Rauchausbreitung	4		https://de.wiktionary.org/wiki/Rauchausbreitung	0	0	0	0	0	
== Substantive ==	Räucherware	36		https://de.wiktionary.org/wiki/R%C3%A4ucherware	0	0	0	0	0	
== Substantive ==	Rauchschwalbe	36		https://de.wiktionary.org/wiki/Rauchschwalbe	0	0	9	0	9	
== Substantive ==	Raumfeuchte	36		https://de.wiktionary.org/wiki/Raumfeuchte	0	0	1	0	1	
== Substantive ==	Raumflug	36		https://de.wiktionary.org/wiki/Raumflug	1	0	94	0	95	
== Substantive ==	Raumflugkörper	36		https://de.wiktionary.org/wiki/Raumflugk%C3%B6rper	1	0	24	0	25	
== Substantive ==	Raumgestaltung	36		https://de.wiktionary.org/wiki/Raumgestaltung	1	0	36	0	37	
== Substantive ==	Raumgleiter	36		https://de.wiktionary.org/wiki/Raumgleiter	0	0	10	0	10	
== Substantive ==	Raumschaft	36		https://de.wiktionary.org/wiki/Raumschaft	0	0	6	0	6	
== Substantive ==	Raumsinn	36		https://de.wiktionary.org/wiki/Raumsinn	0	0	0	0	0	
== Substantive ==	Räumungsverkauf	36		https://de.wiktionary.org/wiki/R%C3%A4umungsverkauf	0	0	3	0	3	
== Substantive ==	Rauschbart	36		https://de.wiktionary.org/wiki/Rauschbart	0	0	0	0	0	
== Substantive ==	Rauschengel	36		https://de.wiktionary.org/wiki/Rauschengel	0	0	0	0	0	
== Substantive ==	Rausverkauf	36		https://de.wiktionary.org/wiki/Rausverkauf	0	0	0	0	0	
== Substantive ==	Raver	13		https://de.wiktionary.org/wiki/Raver	1	0	9	0	10	
== Substantive ==	Realexistenz	36		https://de.wiktionary.org/wiki/Realexistenz	0	0	1	0	1	
== Substantive ==	Realgar	4		https://de.wiktionary.org/wiki/Realgar	4	0	9	0	13	
== Substantive ==	Realisation	13		https://de.wiktionary.org/wiki/Realisation	2	0	45	0	47	
== Substantive ==	Realtone	5		https://de.wiktionary.org/wiki/Realtone	0	0	0	0	0	
== Substantive ==	Reäquilibrierung	36		https://de.wiktionary.org/wiki/Re%C3%A4quilibrierung	0	0	0	0	0	
== Substantive ==	Rebstecken	36		https://de.wiktionary.org/wiki/Rebstecken	0	0	0	0	0	
== Substantive ==	Receptaculum	11		https://de.wiktionary.org/wiki/Receptaculum	0	0	21	0	21	
== Substantive ==	Recessus	36		https://de.wiktionary.org/wiki/Recessus	0	0	5	1	5	
== Substantive ==	Rechabit	36		https://de.wiktionary.org/wiki/Rechabit	0	0	0	0	0	
== Substantive ==	Rechenanlage	36		https://de.wiktionary.org/wiki/Rechenanlage	0	0	8	0	8	
== Substantive ==	Rechenkern	36		https://de.wiktionary.org/wiki/Rechenkern	1	0	0	0	1	Y
== Substantive ==	Rechenkunde	36		https://de.wiktionary.org/wiki/Rechenkunde	0	0	0	0	0	
== Substantive ==	Rechenplan	36		https://de.wiktionary.org/wiki/Rechenplan	0	0	1	0	1	
== Substantive ==	Rechenplaner	36		https://de.wiktionary.org/wiki/Rechenplaner	0	0	0	0	0	
== Substantive ==	Rechentechnik	36		https://de.wiktionary.org/wiki/Rechentechnik	0	0	17	1	17	
== Substantive ==	Rechenunterricht	36		https://de.wiktionary.org/wiki/Rechenunterricht	0	0	6	0	6	
== Substantive ==	Rechenzeit	36		https://de.wiktionary.org/wiki/Rechenzeit	0	0	37	0	37	
== Substantive ==	Rechercheaufwand	36		https://de.wiktionary.org/wiki/Rechercheaufwand	0	0	2	0	2	
== Substantive ==	Rechnungskorrektur	36		https://de.wiktionary.org/wiki/Rechnungskorrektur	0	0	0	0	0	
== Substantive ==	Rechnungsnummer	36		https://de.wiktionary.org/wiki/Rechnungsnummer	0	0	1	0	1	
== Substantive ==	Rechtsbehelfsbelehrung	15		https://de.wiktionary.org/wiki/Rechtsbehelfsbelehrung	1	0	5	0	6	
== Substantive ==	Rechtsempfinden	36		https://de.wiktionary.org/wiki/Rechtsempfinden	0	0	7	0	7	
== Substantive ==	Rechtsgrundlage	36		https://de.wiktionary.org/wiki/Rechtsgrundlage	130	0	147	0	277	
== Substantive ==	Rechtskunde	4		https://de.wiktionary.org/wiki/Rechtskunde	0	0	12	0	12	
== Substantive ==	Rechtsnachfolge	36		https://de.wiktionary.org/wiki/Rechtsnachfolge	0	0	55	0	55	
== Substantive ==	Rechtsnachfolger	36		https://de.wiktionary.org/wiki/Rechtsnachfolger	9	0	129	0	138	
== Substantive ==	Rechtsquelle	36		https://de.wiktionary.org/wiki/Rechtsquelle	1	0	32	0	33	
== Substantive ==	Rechtsregel	36		https://de.wiktionary.org/wiki/Rechtsregel	0	0	3	0	3	
== Substantive ==	Rechtsstaatsprinzip	36		https://de.wiktionary.org/wiki/Rechtsstaatsprinzip	0	0	10	0	10	
== Substantive ==	Recruitingprozess	36		https://de.wiktionary.org/wiki/Recruitingprozess	0	0	0	0	0	
== Substantive ==	Recyclehof	3		https://de.wiktionary.org/wiki/Recyclehof	0	0	0	0	0	
== Substantive ==	Redemittel	36		https://de.wiktionary.org/wiki/Redemittel	0	0	1	0	1	
== Substantive ==	Reepschnur	36		https://de.wiktionary.org/wiki/Reepschnur	0	0	10	0	10	
== Substantive ==	Referatenblatt	36		https://de.wiktionary.org/wiki/Referatenblatt	0	0	0	0	0	
== Substantive ==	Referens	36		https://de.wiktionary.org/wiki/Referens	0	0	0	0	0	
== Substantive ==	Refinanzierung	16		https://de.wiktionary.org/wiki/Refinanzierung	1	0	37	0	38	
== Substantive ==	Reflexionsgrad	36		https://de.wiktionary.org/wiki/Reflexionsgrad	1	0	15	0	16	
== Substantive ==	Reflexologie	36		https://de.wiktionary.org/wiki/Reflexologie	0	0	4	0	4	
== Substantive ==	Reflexschaltung	36		https://de.wiktionary.org/wiki/Reflexschaltung	0	0	0	0	0	
== Substantive ==	Reflexzone	36		https://de.wiktionary.org/wiki/Reflexzone	0	0	1	0	1	
== Substantive ==	Reformat	36		https://de.wiktionary.org/wiki/Reformat	0	0	0	0	0	
== Substantive ==	Reformwerk	36		https://de.wiktionary.org/wiki/Reformwerk	2	0	9	0	11	
== Substantive ==	Refraktion	20		https://de.wiktionary.org/wiki/Refraktion	0	0	23	1	23	
== Substantive ==	Regelakzeptanz	36		https://de.wiktionary.org/wiki/Regelakzeptanz	0	0	0	0	0	
== Substantive ==	Regelhaftigkeit	4		https://de.wiktionary.org/wiki/Regelhaftigkeit	0	0	2	0	2	
== Substantive ==	Regelschmerzen	36		https://de.wiktionary.org/wiki/Regelschmerzen	0	0	2	0	2	
== Substantive ==	Regenschatten	36		https://de.wiktionary.org/wiki/Regenschatten	0	0	22	0	22	
== Substantive ==	Regenwasserrückhaltebecken	36		https://de.wiktionary.org/wiki/Regenwasserr%C3%BCckhaltebecken	0	0	0	0	0	
== Substantive ==	Regierende	36		https://de.wiktionary.org/wiki/Regierende	0	0	45	264	45	
== Substantive ==	Regierte	36		https://de.wiktionary.org/wiki/Regierte	0	0	0	1021	0	
== Substantive ==	Regierungsbahnhof	4		https://de.wiktionary.org/wiki/Regierungsbahnhof	0	0	0	0	0	
== Substantive ==	Regierungsbeauftragter	36		https://de.wiktionary.org/wiki/Regierungsbeauftragter	0	0	7	0	7	
== Substantive ==	Regierungskommission	36		https://de.wiktionary.org/wiki/Regierungskommission	0	0	64	0	64	
== Substantive ==	Regierungskommunikation	36		https://de.wiktionary.org/wiki/Regierungskommunikation	0	0	0	0	0	
== Substantive ==	Regierungspräsident	36		https://de.wiktionary.org/wiki/Regierungspr%C3%A4sident	2	0	260	0	262	
== Substantive ==	Regierungstruppe	36		https://de.wiktionary.org/wiki/Regierungstruppe	0	0	0	0	0	
== Substantive ==	Regionalisierung	36		https://de.wiktionary.org/wiki/Regionalisierung	3	0	42	0	45	
== Substantive ==	Regionalkonferenz	36		https://de.wiktionary.org/wiki/Regionalkonferenz	1	0	9	0	10	
== Substantive ==	Registerkarte	36		https://de.wiktionary.org/wiki/Registerkarte	0	0	2	0	2	
== Substantive ==	Registrierkassa	36		https://de.wiktionary.org/wiki/Registrierkassa	0	0	0	0	0	
== Substantive ==	Registrierungsnummer	4		https://de.wiktionary.org/wiki/Registrierungsnummer	0	0	21	0	21	
== Substantive ==	Regolith	36		https://de.wiktionary.org/wiki/Regolith	1	0	9	0	10	
== Substantive ==	Regressanspruch	36		https://de.wiktionary.org/wiki/Regressanspruch	0	0	0	0	0	
== Substantive ==	Regresspflicht	36		https://de.wiktionary.org/wiki/Regresspflicht	0	0	0	0	0	
== Substantive ==	Regulierer	36		https://de.wiktionary.org/wiki/Regulierer	0	0	0	0	0	
== Substantive ==	Regulierungsbehörde	36		https://de.wiktionary.org/wiki/Regulierungsbeh%C3%B6rde	3	0	44	0	47	
== Substantive ==	Regulierungsmaßnahme	36		https://de.wiktionary.org/wiki/Regulierungsma%C3%9Fnahme	0	0	1	0	1	
== Substantive ==	Rehaberater	4		https://de.wiktionary.org/wiki/Rehaberater	0	0	0	0	0	
== Substantive ==	Rehabilitationseinrichtung	4		https://de.wiktionary.org/wiki/Rehabilitationseinrichtung	0	0	6	0	6	
== Substantive ==	Rehabilitationsleistung	4		https://de.wiktionary.org/wiki/Rehabilitationsleistung	0	0	1	0	1	
== Substantive ==	Rehabilitationsträger	4		https://de.wiktionary.org/wiki/Rehabilitationstr%C3%A4ger	0	0	7	0	7	
== Substantive ==	Rehacoach	4		https://de.wiktionary.org/wiki/Rehacoach	0	0	0	0	0	
== Substantive ==	Rehateam	4		https://de.wiktionary.org/wiki/Rehateam	0	0	0	0	0	
== Substantive ==	Rehaverlauf	4		https://de.wiktionary.org/wiki/Rehaverlauf	0	0	0	0	0	
== Substantive ==	Rehwild	36		https://de.wiktionary.org/wiki/Rehwild	1	0	18	0	19	
== Substantive ==	Reiberei	36		https://de.wiktionary.org/wiki/Reiberei	0	0	0	0	0	
== Substantive ==	Reibungswiderstand	36		https://de.wiktionary.org/wiki/Reibungswiderstand	0	0	15	0	15	
== Substantive ==	Reichhaltigkeit	36		https://de.wiktionary.org/wiki/Reichhaltigkeit	0	0	18	0	18	
== Substantive ==	Reichlichkeit	36		https://de.wiktionary.org/wiki/Reichlichkeit	0	0	0	0	0	
== Substantive ==	Reichsbahnhof	4		https://de.wiktionary.org/wiki/Reichsbahnhof	0	0	5	0	5	
== Substantive ==	Reichsgesetz	36		https://de.wiktionary.org/wiki/Reichsgesetz	0	0	40	0	40	
== Substantive ==	Reichsinsignien	36		https://de.wiktionary.org/wiki/Reichsinsignien	0	0	16	0	16	
== Substantive ==	Reichsverweser	36		https://de.wiktionary.org/wiki/Reichsverweser	3	0	91	0	94	
== Substantive ==	Reichsvikar	36		https://de.wiktionary.org/wiki/Reichsvikar	0	0	26	0	26	
== Substantive ==	Reimgesetz	36		https://de.wiktionary.org/wiki/Reimgesetz	0	0	11	0	11	
== Substantive ==	Reimseite	36		https://de.wiktionary.org/wiki/Reimseite	0	0	0	0	0	
== Substantive ==	Reinform	36		https://de.wiktionary.org/wiki/Reinform	0	0	25	0	25	
== Substantive ==	Reingeschmeckte	12		https://de.wiktionary.org/wiki/Reingeschmeckte	0	0	0	0	0	
== Substantive ==	Reinheitsvorstellung	36		https://de.wiktionary.org/wiki/Reinheitsvorstellung	0	0	0	0	0	
